local_datetime,timeSeriesId,businessType,controlArea,settlementDate,settlementPeriod,imbalanceQuantityMAW,curveType,resolution,documentType,processType,activeFlag,docStatus,documentID,documentRevNum,imbalanceQuantityDirection,local_time,Year,Month,weekday,Hour,Minute,typ_of_day,Lag_1,hour_sin,hour_cos
2020-01-01 00:00:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-01,1,54.34,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22437929,1,SURPLUS,00:00:00,2020,1,2,0,0,Weekday,,0.0,1.0
2020-01-01 00:30:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-01,2,194.71,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22438071,1,SURPLUS,00:30:00,2020,1,2,0,30,Weekday,54.34,0.0,1.0
2020-01-01 01:00:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-01,3,-71.43,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22438190,1,DEFICIT,01:00:00,2020,1,2,1,0,Weekday,194.71,0.2697967711570243,0.9629172873477994
2020-01-01 01:30:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-01,4,-122.23,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22438319,1,DEFICIT,01:30:00,2020,1,2,1,30,Weekday,-71.43,0.2697967711570243,0.9629172873477994
2020-01-01 02:00:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-01,5,-90.9,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22438445,1,DEFICIT,02:00:00,2020,1,2,2,0,Weekday,-122.23,0.5195839500354336,0.8544194045464886
2020-01-01 02:30:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-01,6,-140.42,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22438578,1,DEFICIT,02:30:00,2020,1,2,2,30,Weekday,-90.9,0.5195839500354336,0.8544194045464886
2020-01-01 03:00:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-01,7,155.87,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22438699,1,SURPLUS,03:00:00,2020,1,2,3,0,Weekday,-140.42,0.730835964278124,0.6825531432186541
2020-01-01 03:30:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-01,8,34.41,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22438823,1,SURPLUS,03:30:00,2020,1,2,3,30,Weekday,155.87,0.730835964278124,0.6825531432186541
2020-01-01 04:00:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-01,9,-45.81,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22438976,1,DEFICIT,04:00:00,2020,1,2,4,0,Weekday,34.41,0.8878852184023752,0.4600650377311522
2020-01-01 04:30:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-01,10,-102.33,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22439112,1,DEFICIT,04:30:00,2020,1,2,4,30,Weekday,-45.81,0.8878852184023752,0.4600650377311522
2020-01-01 05:00:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-01,11,-321.81,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22439245,1,DEFICIT,05:00:00,2020,1,2,5,0,Weekday,-102.33,0.9790840876823229,0.20345601305263375
2020-01-01 05:30:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-01,12,-225.67,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22439361,1,DEFICIT,05:30:00,2020,1,2,5,30,Weekday,-321.81,0.9790840876823229,0.20345601305263375
2020-01-01 06:00:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-01,13,-28.1,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22439489,1,DEFICIT,06:00:00,2020,1,2,6,0,Weekday,-225.67,0.9976687691905392,-0.06824241336467088
2020-01-01 06:30:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-01,14,145.25,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22439622,1,SURPLUS,06:30:00,2020,1,2,6,30,Weekday,-28.1,0.9976687691905392,-0.06824241336467088
2020-01-01 07:00:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-01,15,-7.68,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22439745,1,DEFICIT,07:00:00,2020,1,2,7,0,Weekday,145.25,0.9422609221188205,-0.33487961217098616
2020-01-01 07:30:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-01,16,106.36,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22439915,1,SURPLUS,07:30:00,2020,1,2,7,30,Weekday,-7.68,0.9422609221188205,-0.33487961217098616
2020-01-01 08:00:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-01,17,112.34,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22440042,1,SURPLUS,08:00:00,2020,1,2,8,0,Weekday,106.36,0.8169698930104421,-0.5766803221148671
2020-01-01 08:30:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-01,18,175.87,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22440174,1,SURPLUS,08:30:00,2020,1,2,8,30,Weekday,112.34,0.8169698930104421,-0.5766803221148671
2020-01-01 09:00:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-01,19,189.0,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22440297,1,SURPLUS,09:00:00,2020,1,2,9,0,Weekday,175.87,0.631087944326053,-0.7757112907044197
2020-01-01 09:30:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-01,20,2.08,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22440419,1,SURPLUS,09:30:00,2020,1,2,9,30,Weekday,189.0,0.631087944326053,-0.7757112907044197
2020-01-01 10:00:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-01,21,141.1,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22440572,1,SURPLUS,10:00:00,2020,1,2,10,0,Weekday,2.08,0.3984010898462414,-0.917211301505453
2020-01-01 10:30:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-01,22,44.73,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22440705,1,SURPLUS,10:30:00,2020,1,2,10,30,Weekday,141.1,0.3984010898462414,-0.917211301505453
2020-01-01 11:00:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-01,23,-7.02,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22440863,1,DEFICIT,11:00:00,2020,1,2,11,0,Weekday,44.73,0.1361666490962471,-0.9906859460363306
2020-01-01 11:30:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-01,24,-86.21,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22441012,1,DEFICIT,11:30:00,2020,1,2,11,30,Weekday,-7.02,0.1361666490962471,-0.9906859460363306
2020-01-01 12:00:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-01,25,314.23,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22441124,1,SURPLUS,12:00:00,2020,1,2,12,0,Weekday,-86.21,-0.1361666490962464,-0.9906859460363308
2020-01-01 12:30:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-01,26,348.9,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22441253,1,SURPLUS,12:30:00,2020,1,2,12,30,Weekday,314.23,-0.1361666490962464,-0.9906859460363308
2020-01-01 13:00:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-01,27,434.48,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22441396,1,SURPLUS,13:00:00,2020,1,2,13,0,Weekday,348.9,-0.39840108984624156,-0.9172113015054529
2020-01-01 13:30:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-01,28,268.72,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22441535,1,SURPLUS,13:30:00,2020,1,2,13,30,Weekday,434.48,-0.39840108984624156,-0.9172113015054529
2020-01-01 14:00:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-01,29,86.49,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22441661,1,SURPLUS,14:00:00,2020,1,2,14,0,Weekday,268.72,-0.6310879443260528,-0.7757112907044198
2020-01-01 14:30:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-01,30,-140.06,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22441782,1,DEFICIT,14:30:00,2020,1,2,14,30,Weekday,86.49,-0.6310879443260528,-0.7757112907044198
2020-01-01 15:00:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-01,31,-14.01,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22441917,1,DEFICIT,15:00:00,2020,1,2,15,0,Weekday,-140.06,-0.816969893010442,-0.5766803221148672
2020-01-01 15:30:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-01,32,166.01,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22442095,1,SURPLUS,15:30:00,2020,1,2,15,30,Weekday,-14.01,-0.816969893010442,-0.5766803221148672
2020-01-01 16:00:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-01,33,392.88,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22442221,1,SURPLUS,16:00:00,2020,1,2,16,0,Weekday,166.01,-0.9422609221188204,-0.3348796121709864
2020-01-01 16:30:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-01,34,257.5,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22442308,1,SURPLUS,16:30:00,2020,1,2,16,30,Weekday,392.88,-0.9422609221188204,-0.3348796121709864
2020-01-01 17:00:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-01,35,308.4,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22442437,1,SURPLUS,17:00:00,2020,1,2,17,0,Weekday,257.5,-0.9976687691905393,-0.06824241336467046
2020-01-01 17:30:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-01,36,247.52,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22442570,1,SURPLUS,17:30:00,2020,1,2,17,30,Weekday,308.4,-0.9976687691905393,-0.06824241336467046
2020-01-01 18:00:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-01,37,428.51,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22442707,1,SURPLUS,18:00:00,2020,1,2,18,0,Weekday,247.52,-0.979084087682323,0.2034560130526333
2020-01-01 18:30:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-01,38,235.62,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22442869,1,SURPLUS,18:30:00,2020,1,2,18,30,Weekday,428.51,-0.979084087682323,0.2034560130526333
2020-01-01 19:00:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-01,39,269.99,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22443017,1,SURPLUS,19:00:00,2020,1,2,19,0,Weekday,235.62,-0.8878852184023756,0.4600650377311516
2020-01-01 19:30:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-01,40,59.17,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22443155,1,SURPLUS,19:30:00,2020,1,2,19,30,Weekday,269.99,-0.8878852184023756,0.4600650377311516
2020-01-01 20:00:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-01,41,77.1,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22443285,1,SURPLUS,20:00:00,2020,1,2,20,0,Weekday,59.17,-0.730835964278124,0.6825531432186541
2020-01-01 20:30:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-01,42,100.83,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22443423,1,SURPLUS,20:30:00,2020,1,2,20,30,Weekday,77.1,-0.730835964278124,0.6825531432186541
2020-01-01 21:00:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-01,43,366.21,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22443569,1,SURPLUS,21:00:00,2020,1,2,21,0,Weekday,100.83,-0.5195839500354336,0.8544194045464886
2020-01-01 21:30:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-01,44,248.41,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22443712,1,SURPLUS,21:30:00,2020,1,2,21,30,Weekday,366.21,-0.5195839500354336,0.8544194045464886
2020-01-01 22:00:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-01,45,336.76,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22443855,1,SURPLUS,22:00:00,2020,1,2,22,0,Weekday,248.41,-0.2697967711570252,0.962917287347799
2020-01-01 22:30:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-01,46,216.51,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22444057,1,SURPLUS,22:30:00,2020,1,2,22,30,Weekday,336.76,-0.2697967711570252,0.962917287347799
2020-01-01 23:00:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-01,47,429.16,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22444206,1,SURPLUS,23:00:00,2020,1,2,23,0,Weekday,216.51,-2.4492935982947064e-16,1.0
2020-01-01 23:30:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-01,48,173.54,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22444357,1,SURPLUS,23:30:00,2020,1,2,23,30,Weekday,429.16,-2.4492935982947064e-16,1.0
2020-01-02 00:00:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-02,1,-258.51,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22444509,1,DEFICIT,00:00:00,2020,1,3,0,0,Weekday,173.54,0.0,1.0
2020-01-02 00:30:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-02,2,-106.86,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22444678,1,DEFICIT,00:30:00,2020,1,3,0,30,Weekday,-258.51,0.0,1.0
2020-01-02 01:00:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-02,3,57.38,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22444816,1,SURPLUS,01:00:00,2020,1,3,1,0,Weekday,-106.86,0.2697967711570243,0.9629172873477994
2020-01-02 01:30:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-02,4,-172.18,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22444967,1,DEFICIT,01:30:00,2020,1,3,1,30,Weekday,57.38,0.2697967711570243,0.9629172873477994
2020-01-02 02:00:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-02,5,-61.7,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22445118,1,DEFICIT,02:00:00,2020,1,3,2,0,Weekday,-172.18,0.5195839500354336,0.8544194045464886
2020-01-02 02:30:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-02,6,-137.07,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22445276,1,DEFICIT,02:30:00,2020,1,3,2,30,Weekday,-61.7,0.5195839500354336,0.8544194045464886
2020-01-02 03:00:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-02,7,27.48,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22445460,1,SURPLUS,03:00:00,2020,1,3,3,0,Weekday,-137.07,0.730835964278124,0.6825531432186541
2020-01-02 03:30:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-02,8,96.09,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22445614,1,SURPLUS,03:30:00,2020,1,3,3,30,Weekday,27.48,0.730835964278124,0.6825531432186541
2020-01-02 04:00:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-02,9,333.71,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22445870,1,SURPLUS,04:00:00,2020,1,3,4,0,Weekday,96.09,0.8878852184023752,0.4600650377311522
2020-01-02 04:30:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-02,10,165.64,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22446019,1,SURPLUS,04:30:00,2020,1,3,4,30,Weekday,333.71,0.8878852184023752,0.4600650377311522
2020-01-02 05:00:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-02,11,130.05,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22446209,1,SURPLUS,05:00:00,2020,1,3,5,0,Weekday,165.64,0.9790840876823229,0.20345601305263375
2020-01-02 05:30:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-02,12,-40.62,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22446371,1,DEFICIT,05:30:00,2020,1,3,5,30,Weekday,130.05,0.9790840876823229,0.20345601305263375
2020-01-02 06:00:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-02,13,-230.21,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22446534,1,DEFICIT,06:00:00,2020,1,3,6,0,Weekday,-40.62,0.9976687691905392,-0.06824241336467088
2020-01-02 06:30:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-02,14,-569.2,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22446700,1,DEFICIT,06:30:00,2020,1,3,6,30,Weekday,-230.21,0.9976687691905392,-0.06824241336467088
2020-01-02 07:00:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-02,15,40.16,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22446882,1,SURPLUS,07:00:00,2020,1,3,7,0,Weekday,-569.2,0.9422609221188205,-0.33487961217098616
2020-01-02 07:30:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-02,16,-346.21,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22447083,1,DEFICIT,07:30:00,2020,1,3,7,30,Weekday,40.16,0.9422609221188205,-0.33487961217098616
2020-01-02 08:00:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-02,17,-727.24,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22447284,1,DEFICIT,08:00:00,2020,1,3,8,0,Weekday,-346.21,0.8169698930104421,-0.5766803221148671
2020-01-02 08:30:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-02,18,-175.9,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22447462,1,DEFICIT,08:30:00,2020,1,3,8,30,Weekday,-727.24,0.8169698930104421,-0.5766803221148671
2020-01-02 09:00:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-02,19,-614.72,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22447613,1,DEFICIT,09:00:00,2020,1,3,9,0,Weekday,-175.9,0.631087944326053,-0.7757112907044197
2020-01-02 09:30:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-02,20,-462.95,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22447782,1,DEFICIT,09:30:00,2020,1,3,9,30,Weekday,-614.72,0.631087944326053,-0.7757112907044197
2020-01-02 10:00:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-02,21,-294.76,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22447951,1,DEFICIT,10:00:00,2020,1,3,10,0,Weekday,-462.95,0.3984010898462414,-0.917211301505453
2020-01-02 10:30:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-02,22,-94.96,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22448135,1,DEFICIT,10:30:00,2020,1,3,10,30,Weekday,-294.76,0.3984010898462414,-0.917211301505453
2020-01-02 11:00:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-02,23,-148.79,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22448266,1,DEFICIT,11:00:00,2020,1,3,11,0,Weekday,-94.96,0.1361666490962471,-0.9906859460363306
2020-01-02 11:30:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-02,24,-86.75,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22448431,1,DEFICIT,11:30:00,2020,1,3,11,30,Weekday,-148.79,0.1361666490962471,-0.9906859460363306
2020-01-02 12:00:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-02,25,12.77,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22448578,1,SURPLUS,12:00:00,2020,1,3,12,0,Weekday,-86.75,-0.1361666490962464,-0.9906859460363308
2020-01-02 12:30:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-02,26,75.5,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22448728,1,SURPLUS,12:30:00,2020,1,3,12,30,Weekday,12.77,-0.1361666490962464,-0.9906859460363308
2020-01-02 13:00:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-02,27,514.65,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22448889,1,SURPLUS,13:00:00,2020,1,3,13,0,Weekday,75.5,-0.39840108984624156,-0.9172113015054529
2020-01-02 13:30:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-02,28,356.51,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22449059,1,SURPLUS,13:30:00,2020,1,3,13,30,Weekday,514.65,-0.39840108984624156,-0.9172113015054529
2020-01-02 14:00:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-02,29,178.93,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22449237,1,SURPLUS,14:00:00,2020,1,3,14,0,Weekday,356.51,-0.6310879443260528,-0.7757112907044198
2020-01-02 14:30:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-02,30,-27.2,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22449402,1,DEFICIT,14:30:00,2020,1,3,14,30,Weekday,178.93,-0.6310879443260528,-0.7757112907044198
2020-01-02 15:00:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-02,31,145.07,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22449580,1,SURPLUS,15:00:00,2020,1,3,15,0,Weekday,-27.2,-0.816969893010442,-0.5766803221148672
