local_datetime,timeSeriesId,businessType,controlArea,settlementDate,settlementPeriod,imbalanceQuantityMAW,curveType,resolution,documentType,processType,activeFlag,docStatus,documentID,documentRevNum,imbalanceQuantityDirection,local_time,Year,Month,weekday,Hour,Minute,typ_of_day,Lag_1,hour_sin,hour_cos
2020-01-05 23:00:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-05,47,89.39,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22474660,1,SURPLUS,23:00:00,2020,1,6,23,0,Weekend,-386.95,-2.4492935982947064e-16,1.0
2020-01-05 23:30:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-05,48,-413.69,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22474888,1,DEFICIT,23:30:00,2020,1,6,23,30,Weekend,89.39,-2.4492935982947064e-16,1.0
2020-01-06 00:00:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-06,1,-118.91,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22475073,1,DEFICIT,00:00:00,2020,1,0,0,0,Weekday,-413.69,0.0,1.0
2020-01-06 00:30:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-06,2,24.45,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22475263,1,SURPLUS,00:30:00,2020,1,0,0,30,Weekday,-118.91,0.0,1.0
2020-01-06 01:00:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-06,3,206.79,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22475422,1,SURPLUS,01:00:00,2020,1,0,1,0,Weekday,24.45,0.2697967711570243,0.9629172873477994
2020-01-06 01:30:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-06,4,131.17,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22475603,1,SURPLUS,01:30:00,2020,1,0,1,30,Weekday,206.79,0.2697967711570243,0.9629172873477994
2020-01-06 02:00:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-06,5,-223.47,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22475777,1,DEFICIT,02:00:00,2020,1,0,2,0,Weekday,131.17,0.5195839500354336,0.8544194045464886
2020-01-06 02:30:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-06,6,-426.21,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22475937,1,DEFICIT,02:30:00,2020,1,0,2,30,Weekday,-223.47,0.5195839500354336,0.8544194045464886
2020-01-06 03:00:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-06,7,-586.46,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22476102,1,DEFICIT,03:00:00,2020,1,0,3,0,Weekday,-426.21,0.730835964278124,0.6825531432186541
2020-01-06 03:30:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-06,8,-793.47,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22476258,1,DEFICIT,03:30:00,2020,1,0,3,30,Weekday,-586.46,0.730835964278124,0.6825531432186541
2020-01-06 04:00:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-06,9,-657.69,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22476527,1,DEFICIT,04:00:00,2020,1,0,4,0,Weekday,-793.47,0.8878852184023752,0.4600650377311522
2020-01-06 04:30:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-06,10,-552.17,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22476720,1,DEFICIT,04:30:00,2020,1,0,4,30,Weekday,-657.69,0.8878852184023752,0.4600650377311522
2020-01-06 05:00:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-06,11,-597.68,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22476917,1,DEFICIT,05:00:00,2020,1,0,5,0,Weekday,-552.17,0.9790840876823229,0.20345601305263375
2020-01-06 05:30:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-06,12,-494.05,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22477136,1,DEFICIT,05:30:00,2020,1,0,5,30,Weekday,-597.68,0.9790840876823229,0.20345601305263375
2020-01-06 06:00:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-06,13,-154.27,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22477336,1,DEFICIT,06:00:00,2020,1,0,6,0,Weekday,-494.05,0.9976687691905392,-0.06824241336467088
2020-01-06 06:30:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-06,14,59.19,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22477520,1,SURPLUS,06:30:00,2020,1,0,6,30,Weekday,-154.27,0.9976687691905392,-0.06824241336467088
2020-01-06 07:00:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-06,15,-212.67,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22477688,1,DEFICIT,07:00:00,2020,1,0,7,0,Weekday,59.19,0.9422609221188205,-0.33487961217098616
2020-01-06 07:30:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-06,16,-90.05,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22477872,1,DEFICIT,07:30:00,2020,1,0,7,30,Weekday,-212.67,0.9422609221188205,-0.33487961217098616
2020-01-06 08:00:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-06,17,55.15,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22478039,1,SURPLUS,08:00:00,2020,1,0,8,0,Weekday,-90.05,0.8169698930104421,-0.5766803221148671
2020-01-06 08:30:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-06,18,-28.44,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22478209,1,DEFICIT,08:30:00,2020,1,0,8,30,Weekday,55.15,0.8169698930104421,-0.5766803221148671
2020-01-06 09:00:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-06,19,107.74,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22478370,1,SURPLUS,09:00:00,2020,1,0,9,0,Weekday,-28.44,0.631087944326053,-0.7757112907044197
2020-01-06 09:30:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-06,20,215.15,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22478539,1,SURPLUS,09:30:00,2020,1,0,9,30,Weekday,107.74,0.631087944326053,-0.7757112907044197
2020-01-06 10:00:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-06,21,50.09,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22478688,1,SURPLUS,10:00:00,2020,1,0,10,0,Weekday,215.15,0.3984010898462414,-0.917211301505453
2020-01-06 10:30:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-06,22,78.52,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22478848,1,SURPLUS,10:30:00,2020,1,0,10,30,Weekday,50.09,0.3984010898462414,-0.917211301505453
2020-01-06 11:00:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-06,23,-31.21,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22479015,1,DEFICIT,11:00:00,2020,1,0,11,0,Weekday,78.52,0.1361666490962471,-0.9906859460363306
2020-01-06 11:30:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-06,24,21.03,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22479158,1,SURPLUS,11:30:00,2020,1,0,11,30,Weekday,-31.21,0.1361666490962471,-0.9906859460363306
2020-01-06 12:00:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-06,25,-17.82,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22479295,1,DEFICIT,12:00:00,2020,1,0,12,0,Weekday,21.03,-0.1361666490962464,-0.9906859460363308
2020-01-06 12:30:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-06,26,66.34,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22479421,1,SURPLUS,12:30:00,2020,1,0,12,30,Weekday,-17.82,-0.1361666490962464,-0.9906859460363308
2020-01-06 13:00:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-06,27,243.43,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22479578,1,SURPLUS,13:00:00,2020,1,0,13,0,Weekday,66.34,-0.39840108984624156,-0.9172113015054529
2020-01-06 13:30:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-06,28,142.27,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22479719,1,SURPLUS,13:30:00,2020,1,0,13,30,Weekday,243.43,-0.39840108984624156,-0.9172113015054529
2020-01-06 14:00:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-06,29,366.72,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22479885,1,SURPLUS,14:00:00,2020,1,0,14,0,Weekday,142.27,-0.6310879443260528,-0.7757112907044198
2020-01-06 14:30:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-06,30,487.09,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22480064,1,SURPLUS,14:30:00,2020,1,0,14,30,Weekday,366.72,-0.6310879443260528,-0.7757112907044198
2020-01-06 15:00:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-06,31,245.44,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22480229,1,SURPLUS,15:00:00,2020,1,0,15,0,Weekday,487.09,-0.816969893010442,-0.5766803221148672
2020-01-06 15:30:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-06,32,563.37,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22480398,1,SURPLUS,15:30:00,2020,1,0,15,30,Weekday,245.44,-0.816969893010442,-0.5766803221148672
2020-01-06 16:00:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-06,33,215.59,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22480529,1,SURPLUS,16:00:00,2020,1,0,16,0,Weekday,563.37,-0.9422609221188204,-0.3348796121709864
2020-01-06 16:30:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-06,34,396.08,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22480648,1,SURPLUS,16:30:00,2020,1,0,16,30,Weekday,215.59,-0.9422609221188204,-0.3348796121709864
2020-01-06 17:00:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-06,35,262.83,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22480768,1,SURPLUS,17:00:00,2020,1,0,17,0,Weekday,396.08,-0.9976687691905393,-0.06824241336467046
2020-01-06 17:30:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-06,36,185.53,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22480903,1,SURPLUS,17:30:00,2020,1,0,17,30,Weekday,262.83,-0.9976687691905393,-0.06824241336467046
2020-01-06 18:00:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-06,37,284.26,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22481075,1,SURPLUS,18:00:00,2020,1,0,18,0,Weekday,185.53,-0.979084087682323,0.2034560130526333
2020-01-06 18:30:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-06,38,145.41,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22481237,1,SURPLUS,18:30:00,2020,1,0,18,30,Weekday,284.26,-0.979084087682323,0.2034560130526333
2020-01-06 19:00:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-06,39,15.31,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22481382,1,SURPLUS,19:00:00,2020,1,0,19,0,Weekday,145.41,-0.8878852184023756,0.4600650377311516
2020-01-06 19:30:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-06,40,8.67,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22481506,1,SURPLUS,19:30:00,2020,1,0,19,30,Weekday,15.31,-0.8878852184023756,0.4600650377311516
2020-01-06 20:00:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-06,41,-159.47,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22481656,1,DEFICIT,20:00:00,2020,1,0,20,0,Weekday,8.67,-0.730835964278124,0.6825531432186541
2020-01-06 20:30:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-06,42,155.74,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22481853,1,SURPLUS,20:30:00,2020,1,0,20,30,Weekday,-159.47,-0.730835964278124,0.6825531432186541
2020-01-06 21:00:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-06,43,498.16,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22482014,1,SURPLUS,21:00:00,2020,1,0,21,0,Weekday,155.74,-0.5195839500354336,0.8544194045464886
2020-01-06 21:30:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-06,44,501.09,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22482155,1,SURPLUS,21:30:00,2020,1,0,21,30,Weekday,498.16,-0.5195839500354336,0.8544194045464886
2020-01-06 22:00:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-06,45,265.71,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22482317,1,SURPLUS,22:00:00,2020,1,0,22,0,Weekday,501.09,-0.2697967711570252,0.962917287347799
2020-01-06 22:30:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-06,46,-113.03,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22482471,1,DEFICIT,22:30:00,2020,1,0,22,30,Weekday,265.71,-0.2697967711570252,0.962917287347799
2020-01-06 23:00:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-06,47,-482.53,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22482620,1,DEFICIT,23:00:00,2020,1,0,23,0,Weekday,-113.03,-2.4492935982947064e-16,1.0
2020-01-06 23:30:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-06,48,-740.93,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22482802,1,DEFICIT,23:30:00,2020,1,0,23,30,Weekday,-482.53,-2.4492935982947064e-16,1.0
2020-01-07 00:00:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-07,1,-503.85,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22482957,1,DEFICIT,00:00:00,2020,1,1,0,0,Weekday,-740.93,0.0,1.0
2020-01-07 00:30:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-07,2,-191.78,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22483097,1,DEFICIT,00:30:00,2020,1,1,0,30,Weekday,-503.85,0.0,1.0
2020-01-07 01:00:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-07,3,-89.12,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22483216,1,DEFICIT,01:00:00,2020,1,1,1,0,Weekday,-191.78,0.2697967711570243,0.9629172873477994
2020-01-07 01:30:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-07,4,-341.94,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22483358,1,DEFICIT,01:30:00,2020,1,1,1,30,Weekday,-89.12,0.2697967711570243,0.9629172873477994
2020-01-07 02:00:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-07,5,-273.01,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22483512,1,DEFICIT,02:00:00,2020,1,1,2,0,Weekday,-341.94,0.5195839500354336,0.8544194045464886
2020-01-07 02:30:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-07,6,-573.6,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22483671,1,DEFICIT,02:30:00,2020,1,1,2,30,Weekday,-273.01,0.5195839500354336,0.8544194045464886
2020-01-07 03:00:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-07,7,-540.0,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22483858,1,DEFICIT,03:00:00,2020,1,1,3,0,Weekday,-573.6,0.730835964278124,0.6825531432186541
2020-01-07 03:30:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-07,8,-889.01,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22484024,1,DEFICIT,03:30:00,2020,1,1,3,30,Weekday,-540.0,0.730835964278124,0.6825531432186541
2020-01-07 04:00:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-07,9,-539.68,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22484314,1,DEFICIT,04:00:00,2020,1,1,4,0,Weekday,-889.01,0.8878852184023752,0.4600650377311522
2020-01-07 04:30:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-07,10,-632.1,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22484518,1,DEFICIT,04:30:00,2020,1,1,4,30,Weekday,-539.68,0.8878852184023752,0.4600650377311522
2020-01-07 05:00:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-07,11,-424.28,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22484696,1,DEFICIT,05:00:00,2020,1,1,5,0,Weekday,-632.1,0.9790840876823229,0.20345601305263375
2020-01-07 05:30:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-07,12,-387.22,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22484858,1,DEFICIT,05:30:00,2020,1,1,5,30,Weekday,-424.28,0.9790840876823229,0.20345601305263375
2020-01-07 06:00:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-07,13,-222.65,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22485063,1,DEFICIT,06:00:00,2020,1,1,6,0,Weekday,-387.22,0.9976687691905392,-0.06824241336467088
2020-01-07 06:30:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-07,14,-364.48,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22485228,1,DEFICIT,06:30:00,2020,1,1,6,30,Weekday,-222.65,0.9976687691905392,-0.06824241336467088
2020-01-07 07:00:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-07,15,292.98,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22485415,1,SURPLUS,07:00:00,2020,1,1,7,0,Weekday,-364.48,0.9422609221188205,-0.33487961217098616
2020-01-07 07:30:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-07,16,516.77,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22485609,1,SURPLUS,07:30:00,2020,1,1,7,30,Weekday,292.98,0.9422609221188205,-0.33487961217098616
2020-01-07 08:00:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-07,17,684.01,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22485812,1,SURPLUS,08:00:00,2020,1,1,8,0,Weekday,516.77,0.8169698930104421,-0.5766803221148671
2020-01-07 08:30:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-07,18,287.07,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22485992,1,SURPLUS,08:30:00,2020,1,1,8,30,Weekday,684.01,0.8169698930104421,-0.5766803221148671
2020-01-07 09:00:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-07,19,160.4,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22486155,1,SURPLUS,09:00:00,2020,1,1,9,0,Weekday,287.07,0.631087944326053,-0.7757112907044197
2020-01-07 09:30:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-07,20,25.3,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22486323,1,SURPLUS,09:30:00,2020,1,1,9,30,Weekday,160.4,0.631087944326053,-0.7757112907044197
2020-01-07 10:00:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-07,21,399.27,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22486485,1,SURPLUS,10:00:00,2020,1,1,10,0,Weekday,25.3,0.3984010898462414,-0.917211301505453
2020-01-07 10:30:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-07,22,305.17,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22486636,1,SURPLUS,10:30:00,2020,1,1,10,30,Weekday,399.27,0.3984010898462414,-0.917211301505453
2020-01-07 11:00:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-07,23,395.25,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22486770,1,SURPLUS,11:00:00,2020,1,1,11,0,Weekday,305.17,0.1361666490962471,-0.9906859460363306
2020-01-07 11:30:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-07,24,485.56,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22486911,1,SURPLUS,11:30:00,2020,1,1,11,30,Weekday,395.25,0.1361666490962471,-0.9906859460363306
2020-01-07 12:00:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-07,25,438.71,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22487064,1,SURPLUS,12:00:00,2020,1,1,12,0,Weekday,485.56,-0.1361666490962464,-0.9906859460363308
2020-01-07 12:30:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-07,26,322.71,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22487229,1,SURPLUS,12:30:00,2020,1,1,12,30,Weekday,438.71,-0.1361666490962464,-0.9906859460363308
2020-01-07 13:00:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-07,27,294.77,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22487394,1,SURPLUS,13:00:00,2020,1,1,13,0,Weekday,322.71,-0.39840108984624156,-0.9172113015054529
2020-01-07 13:30:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-07,28,177.5,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22487584,1,SURPLUS,13:30:00,2020,1,1,13,30,Weekday,294.77,-0.39840108984624156,-0.9172113015054529
2020-01-07 14:00:00+00:00,ELX-EMFIP-AIMBV-TS-1,Balance energy deviation,10YGB----------A,2020-01-07,29,-42.2,Sequential fixed size block,PT30M,Imbalance volume,Realised,Y,Final,ELX-EMFIP-AIMBV-22487753,1,DEFICIT,14:00:00,2020,1,1,14,0,Weekday,177.5,-0.6310879443260528,-0.7757112907044198
